Plot,TreeID,Tag,Species,X,Y,DBH_89,DBH_04,DBH_18,Dia_89_04,Dia_04_18,Dia_dif,NDI_89_live,NDI_89_consp,NDI_89_mort,NDI_89_propconsp,NDI_89_propmort,NDI_04_live,NDI_04_consp,NDI_04_mort,NDI_04_propconsp,NDI_04_propmort,Slope,TPI
B2,FRB2000102083,8234,PICO,425713.813,4417831.722,NA,7.7,11.7,NA,0.285714286,NA,NA,NA,NA,NA,NA,0.970673987,0.931568821,0.858956132,0.959713389,0.884906925,10.33415222,-0.103051989
B2,FRB2000102084,8235,PICO,425718.032,4417831.596,NA,5.5,7.2,NA,0.121428571,NA,NA,NA,NA,NA,NA,1.138511321,1.002261364,0.805672953,0.880326217,0.707654757,11.20820141,-0.074353528
B2,FRB2000102085,8236,ABLA,425718.69,4417831.02,NA,10.6,18.7,NA,0.578571429,NA,NA,NA,NA,NA,NA,1.083120791,0,0.818626637,0,0.75580364,11.20820141,-0.074353528
B2,FRB2000102086,8237,PIEN,425738.047,4417816.38,NA,9.7,16.7,NA,0.5,NA,NA,NA,NA,NA,NA,1.046473773,0.013015704,0.672485264,0.012437678,0.642620276,8.579647064,0.018963642
B2,FRB2000102087,8238,PICO,425729.395,4417816.632,NA,5.5,11.9,NA,0.457142857,NA,NA,NA,NA,NA,NA,1.631217277,1.620011218,1.377790265,0.993130247,0.844639328,11.20062351,-0.019126916
B2,FRB2000102090,8241,PIEN,425716.595,4417807.973,NA,9.9,21.2,NA,0.807142857,NA,NA,NA,NA,NA,NA,0.635942567,0,0.455842496,0,0.716798214,8.993144035,0.028505151
B2,FRB2000102091,8242,PICO,425713.047,4417817.973,NA,7.6,12,NA,0.314285714,NA,NA,NA,NA,NA,NA,0.943928231,0.874387207,0.79574653,0.926328061,0.843015924,10.95640659,0.062760314
B2,FRB2000102092,8243,PICO,425701.402,4417809.521,NA,9.7,12.5,NA,0.2,NA,NA,NA,NA,NA,NA,0.898961346,0.813565729,0.72555599,0.905006353,0.807104769,11.40755939,-0.077914746
B2,FRB2000102093,8244,PICO,425697.852,4417813.89,NA,6.4,11.4,NA,0.357142857,NA,NA,NA,NA,NA,NA,0.93293144,0.801393471,0.614212092,0.85900575,0.658367878,10.64238644,0.016188757
B2,FRB2000102094,8245,PIEN,425696.558,4417814.891,NA,10.2,16.8,NA,0.471428571,NA,NA,NA,NA,NA,NA,1.013501855,0.021883952,0.704022456,0.021592414,0.694643481,11.36001301,0.013782778
B2,FRB2000102095,8246,PICO,425697.787,4417816.996,NA,6.1,10.4,NA,0.307142857,NA,NA,NA,NA,NA,NA,0.94741066,0.851098354,0.663472059,0.898341543,0.700300395,11.39380932,0.020190507
B2,FRB2000102096,8247,ABLA,425680.6945,4417819.725,NA,5.9,14.7,NA,0.628571429,NA,NA,NA,NA,NA,NA,1.172586606,0.019648922,0.959757152,0.016756905,0.818495748,13.40812111,-0.099109541
B2,FRB2000102099,8250,PIEN,425692.405,4417805.228,NA,9.2,16.2,NA,0.5,NA,NA,NA,NA,NA,NA,1.263253112,0.067984612,0.92935788,0.053817094,0.735686199,12.16839886,0.108783517
B2,FRB2000102100,8251,PICO,425697.007,4417801.67,NA,7.2,9.5,NA,0.164285714,NA,NA,NA,NA,NA,NA,1.172651604,1.102662847,0.887035352,0.940315813,0.756435542,9.606202126,-0.066755903
B2,FRB2000102101,8252,PICO,425699.163,4417797.335,NA,6.8,11.7,NA,0.35,NA,NA,NA,NA,NA,NA,0.805002952,0.768238995,0.683923072,0.954330656,0.849590763,9.36757946,-0.0672257
B2,FRB2000102102,8253,PIEN,425704.832,4417796.452,NA,6,13.4,NA,0.528571429,NA,NA,NA,NA,NA,NA,1.158359708,0.010528271,0.898768071,0.009088948,0.775897215,8.868009567,-0.01032245
B2,FRB2000102103,8254,PICO,425704.048,4417793.765,NA,7.7,11.2,NA,0.25,NA,NA,NA,NA,NA,NA,1.326484388,1.162747926,0.977083526,0.876563597,0.736596326,6.612692833,-0.030085519
B2,FRB2000102104,8255,ABLA,425703.541,4417793.615,NA,6.9,11.4,NA,0.321428571,NA,NA,NA,NA,NA,NA,1.205998519,0,0.85435307,0,0.708419668,7.190649509,0.057651845
B2,FRB2000102105,8256,PICO,425710.851,4417793.625,NA,8,10.3,NA,0.164285714,NA,NA,NA,NA,NA,NA,1.097882763,1.056478086,0.760000765,0.962286795,0.692242187,8.062375069,-0.169841008
B2,FRB2000102106,8257,PICO,425711.442,4417801.258,NA,7.9,12,NA,0.292857143,NA,NA,NA,NA,NA,NA,1.205150442,1.18611351,0.90173145,0.984203689,0.748231439,7.628020763,0.044845629
B2,FRB2000102107,8258,PICO,425711.814,4417803.881,NA,6.4,13.7,NA,0.521428571,NA,NA,NA,NA,NA,NA,1.181863745,1.143595074,1.000051616,0.967620065,0.846164899,8.593191147,0.067341994
B2,FRB2000102108,8259,PICO,425714.34,4417801.288,NA,5.3,10.4,NA,0.364285714,NA,NA,NA,NA,NA,NA,1.012865583,0.944100951,0.721696426,0.932108827,0.712529321,8.414241791,0.006592567
B2,FRB2000102109,8260,PICO,425715.915,4417801.464,NA,5.4,6.8,NA,0.1,NA,NA,NA,NA,NA,NA,0.958003096,0.879613825,0.684867954,0.918174303,0.71489117,8.512822151,-1.27E-04
B2,FRB2000102110,8261,PICO,425723.491,4417800.361,NA,5.8,10.9,NA,0.364285714,NA,NA,NA,NA,NA,NA,1.13857588,0.863188302,0.661788171,0.758129798,0.581242043,6.664964676,-0.055965965
B2,FRB2000102111,8262,PICO,425725.473,4417803.017,NA,5.9,9.5,NA,0.257142857,NA,NA,NA,NA,NA,NA,1.158971867,1.058856679,0.826583936,0.913617241,0.713204488,9.928563118,0.081199478
B2,FRB2000102112,8263,PICO,425721.35,4417797.862,NA,6.8,8.7,NA,0.135714286,NA,NA,NA,NA,NA,NA,1.094732428,0.94580025,0.721413346,0.863955635,0.658986002,8.717927933,0.07658391
B2,FRB2000102114,8265,PICO,425724.823,4417796.87,NA,6,8.2,NA,0.157142857,NA,NA,NA,NA,NA,NA,1.106289292,0.960244495,0.729267568,0.867986794,0.659201507,8.903637886,0.051579135
B2,FRB2000102115,8266,PICO,425724.35,4417789.111,NA,6.5,9.7,NA,0.228571429,NA,NA,NA,NA,NA,NA,1.372033127,1.326343309,1.074324502,0.966699187,0.783016445,10.40263271,-0.076402153
B2,FRB2000102118,8269,ABLA,425731.829,4417799.171,NA,7.1,11,NA,0.278571429,NA,NA,NA,NA,NA,NA,1.696980214,0.024651827,1.293344797,0.01452688,0.762144889,8.685786247,0.035166262
B2,FRB2000102120,8271,PICO,425736.693,4417801.704,NA,10.2,16,NA,0.414285714,NA,NA,NA,NA,NA,NA,0.8563327,0.826791519,0.556143801,0.965502683,0.649448282,8.647204399,0.049131568
B2,FRB2000102121,8272,PICO,425735.672,4417798.813,NA,9.6,14.1,NA,0.321428571,NA,NA,NA,NA,NA,NA,1.131544316,1.060410317,0.630317988,0.937135472,0.557042247,7.299973965,0.010531164
B2,FRB2000102122,8273,PICO,425737.827,4417799.678,NA,8.7,13.2,NA,0.321428571,NA,NA,NA,NA,NA,NA,0.801994758,0.767753359,0.5313349,0.957304709,0.662516674,7.248402119,0.022823683
B2,FRB2000102124,8275,PIEN,425735.656,4417795.891,NA,9.8,17.9,NA,0.578571429,NA,NA,NA,NA,NA,NA,0.995431356,0,0.735415859,0,0.738791132,6.28940773,0.033607459
B2,FRB2000102130,8281,PICO,425727.252,4417782.315,NA,9.1,14.4,NA,0.378571429,NA,NA,NA,NA,NA,NA,0.936395652,0.834103238,0.7162915,0.890759409,0.76494535,7.858611107,-0.021806302
B2,FRB2000102131,8282,ABLA,425728.378,4417779.852,NA,7.2,11,NA,0.271428571,NA,NA,NA,NA,NA,NA,0.787499229,0.046546222,0.591617686,0.059106372,0.751261289,9.063691139,-0.064858229
B2,FRB2000102132,8283,ABLA,425726.046,4417780.575,NA,6.5,12.8,NA,0.45,NA,NA,NA,NA,NA,NA,0.988180104,0.051206149,0.718571185,0.05181864,0.727166215,7.331302166,-0.065959557
B2,FRB2000102133,8284,PICO,425723.873,4417780.967,NA,6.7,10.8,NA,0.292857143,NA,NA,NA,NA,NA,NA,1.066170419,0.966062464,0.720395647,0.906105109,0.675685269,6.610886574,-0.074884168
B2,FRB2000102134,8285,PICO,425723.151,4417780.828,NA,5.1,7.9,NA,0.2,NA,NA,NA,NA,NA,NA,1.168260444,1.047824853,0.775411808,0.896910324,0.663731972,6.610886574,-0.074884168
B2,FRB2000102135,8286,PICO,425721.719,4417786.199,NA,8.7,13.5,NA,0.342857143,NA,NA,NA,NA,NA,NA,1.353145691,1.330044457,1.033803771,0.982927756,0.764000343,9.286186218,-0.094528631
B2,FRB2000102136,8287,PICO,425720.049,4417788.735,NA,6,8.2,NA,0.157142857,NA,NA,NA,NA,NA,NA,2.083205233,2.077033783,1.423505446,0.997037522,0.68332463,8.796167374,-0.160648382
B2,FRB2000102137,8288,PICO,425718.848,4417796.29,NA,6.7,7.6,NA,0.064285714,NA,NA,NA,NA,NA,NA,1.256747306,1.199323669,0.846321706,0.95430773,0.673422335,8.663012505,-0.002257338
B2,FRB2000102138,8289,PICO,425718.235,4417796.069,NA,9.3,13.5,NA,0.3,NA,NA,NA,NA,NA,NA,1.248726288,1.197511007,0.891869412,0.958985984,0.714223302,8.663012505,-0.002257338
B2,FRB2000102139,8290,PICO,425716.147,4417788.896,NA,7.3,11.1,NA,0.271428571,NA,NA,NA,NA,NA,NA,1.614548499,1.587384571,1.277933464,0.983175526,0.791511351,8.304675102,-0.172605111
B2,FRB2000102140,8291,PIEN,425709.586,4417790.283,NA,8.2,14.2,NA,0.428571429,NA,NA,NA,NA,NA,NA,1.467027585,0.014795709,0.781471175,0.010085502,0.532690171,5.423703671,0.106630151
B2,FRB2000102141,8292,PICO,425710.136,4417788.652,NA,6.8,12.4,NA,0.4,NA,NA,NA,NA,NA,NA,1.151694564,1.072152514,0.769950611,0.93093477,0.668537159,5.28689003,-0.028378074
B2,FRB2000102142,8293,PIEN,425712.67,4417782.405,NA,6,8.7,NA,0.192857143,NA,NA,NA,NA,NA,NA,1.201129022,0.009692209,0.60261978,0.008069249,0.501711114,4.291192055,-0.114853146
B2,FRB2000102143,8294,PICO,425718.642,4417781.705,NA,6,8.8,NA,0.2,NA,NA,NA,NA,NA,NA,1.252594492,1.160925602,0.827612783,0.926816787,0.660718843,8.569574356,-0.085447678
B2,FRB2000102144,8295,PICO,425711.947,4417783.279,NA,10,15.2,NA,0.371428571,NA,NA,NA,NA,NA,NA,1.122674943,0.990797003,0.597358171,0.882532392,0.53208471,8.026813507,0.064740395
B2,FRB2000102145,8296,PICO,425705.326,4417787.779,NA,5.4,8.6,NA,0.228571429,NA,NA,NA,NA,NA,NA,1.034335863,0.964254568,0.715308791,0.932245128,0.691563366,11.55505753,0.035988022
B2,FRB2000102146,8297,PICO,425688.525,4417789.69,NA,5.4,13.9,NA,0.607142857,NA,NA,NA,NA,NA,NA,1.016386964,0.977643601,0.926920561,0.961881287,0.911976042,9.428629875,-0.009504541
B2,FRB2000102147,8298,PICO,425692.224,4417796.781,NA,5,12.4,NA,0.528571429,NA,NA,NA,NA,NA,NA,0.855412009,0.828427058,0.718655879,0.968453856,0.84012835,14.48997021,0.09211033
B2,FRB2000102148,8299,PICO,425689.827,4417795.643,NA,5.4,10.6,NA,0.371428571,NA,NA,NA,NA,NA,NA,0.943867558,0.921946335,0.797450214,0.976775107,0.844875118,10.86692429,0.174119245
B2,FRB2000102152,8603,PICO,425694.558,4417777.279,NA,5.2,11.4,NA,0.442857143,NA,NA,NA,NA,NA,NA,0.992687723,0.935574714,0.741352095,0.942466288,0.746812999,9.150162697,0.035646072
B2,FRB2000102153,8604,PICO,425700.852,4417773.024,NA,7.1,11.2,NA,0.292857143,NA,NA,NA,NA,NA,NA,1.176226584,1.081633973,0.757792614,0.919579601,0.644257343,6.840986252,0.138296807
B2,FRB2000102154,8605,PICO,425700.051,4417772.355,NA,6.7,11.5,NA,0.342857143,NA,NA,NA,NA,NA,NA,1.116193308,1.017696703,0.687304278,0.911756679,0.61575739,6.022673607,0.141594631
B2,FRB2000102155,8606,PICO,425704.573,4417773.829,NA,5.6,8.3,NA,0.192857143,NA,NA,NA,NA,NA,NA,1.220204083,1.098996219,0.808121117,0.900665909,0.66228357,7.650958538,0.091694444
B2,FRB2000102156,8607,PICO,425709.554,4417781.68,NA,8.5,9.7,NA,0.085714286,NA,NA,NA,NA,NA,NA,1.135576925,0.998147202,0.570335314,0.87897806,0.502242782,8.122618675,0.048069518
B2,FRB2000102157,8608,ABLA,425711.398,4417781.794,NA,5.8,9,NA,0.228571429,NA,NA,NA,NA,NA,NA,1.199829301,0.056911587,0.591423357,0.04743307,0.492922915,4.69301796,-0.019381839
B2,FRB2000102158,8609,PICO,425712.364,4417780.846,NA,6.5,9.1,NA,0.185714286,NA,NA,NA,NA,NA,NA,1.260575568,1.091497103,0.670773185,0.865872012,0.5321166,4.342461109,-0.16357807
B2,FRB2000102159,8610,PICO,425712.534,4417779.053,NA,6,9.3,NA,0.235714286,NA,NA,NA,NA,NA,NA,1.238376513,1.106079855,0.732959884,0.893169277,0.591871596,6.760640621,-0.119480265
B2,FRB2000102160,8611,PICO,425718.943,4417775.094,NA,7,10.3,NA,0.235714286,NA,NA,NA,NA,NA,NA,0.996006749,0.803615741,0.552473077,0.806837646,0.554688086,5.459770679,0.09891007
B2,FRB2000102161,8612,PICO,425719.105,4417771.001,NA,6,6.3,NA,0.021428571,NA,NA,NA,NA,NA,NA,1.232174323,1.066196191,0.692875024,0.86529655,0.562318992,7.404112339,-0.031272335
B2,FRB2000102162,8613,PICO,425717.842,4417770.508,NA,8.5,13.2,NA,0.335714286,NA,NA,NA,NA,NA,NA,1.253088784,1.088128489,0.767603522,0.868357057,0.612569142,2.866294384,0.041638684
B2,FRB2000102165,8616,PICO,425721.771,4417768.267,NA,8,9.7,NA,0.121428571,NA,NA,NA,NA,NA,NA,1.265317438,1.098901299,0.673905132,0.868478743,0.53259768,6.379046917,0.065224055
B2,FRB2000102166,8617,PICO,425723.71,4417769.063,NA,6,6.9,NA,0.064285714,NA,NA,NA,NA,NA,NA,1.22233105,1.034299395,0.603575703,0.846169616,0.493790699,4.67110157,-0.002275822
B2,FRB2000102177,8628,PICO,425726.472,4417764.197,NA,6.6,10.3,NA,0.264285714,NA,NA,NA,NA,NA,NA,1.03359428,0.975461132,0.63380309,0.943756319,0.613202978,8.102267265,0.225639849
B2,FRB2000102178,8629,PICO,425727.633,4417760.734,NA,9.1,11.3,NA,0.157142857,NA,NA,NA,NA,NA,NA,1.078486613,1.056714253,0.698370436,0.979812118,0.647546689,8.560352325,0.059932288
B2,FRB2000102179,8630,PICO,425722.502,4417764.958,NA,6.2,8.9,NA,0.192857143,NA,NA,NA,NA,NA,NA,1.284346824,1.177738174,0.782153076,0.916993878,0.60898899,6.953907013,0.117554866
B2,FRB2000102180,8631,PICO,425721.272,4417765.486,NA,5.4,7.7,NA,0.164285714,NA,NA,NA,NA,NA,NA,1.488233808,1.380506322,0.906361437,0.92761387,0.609018174,6.200719357,0.145333756
B2,FRB2000102181,8632,PICO,425720.651,4417766.919,NA,7.9,9.5,NA,0.114285714,NA,NA,NA,NA,NA,NA,1.501703497,1.354008187,0.912612724,0.901648155,0.607718318,6.567341328,0.171624698
B2,FRB2000102182,8633,PICO,425719.872,4417765.361,NA,5.9,7.5,NA,0.114285714,NA,NA,NA,NA,NA,NA,1.806073709,1.668819311,1.107784678,0.924003989,0.613366261,8.012468338,0.143538514
B2,FRB2000102183,8634,PICO,425719.193,4417764.661,NA,5.9,7.8,NA,0.135714286,NA,NA,NA,NA,NA,NA,2.080886151,1.974653479,1.518695192,0.94894835,0.729830986,7.258868694,0.096590349
B2,FRB2000102184,8635,PICO,425719.882,4417764.823,NA,9,13.5,NA,0.321428571,NA,NA,NA,NA,NA,NA,1.914891721,1.809870114,1.314873884,0.945155328,0.686657041,7.258868694,0.096590349
B2,FRB2000102186,8637,PICO,425718.036,4417767.451,NA,7.7,10.1,NA,0.171428571,NA,NA,NA,NA,NA,NA,1.306989791,1.153467827,0.856460589,0.882537748,0.655292486,5.54240942,-0.025649399
B2,FRB2000102187,8638,ABLA,425707.312,4417765.382,NA,7.4,12.9,NA,0.392857143,NA,NA,NA,NA,NA,NA,1.001169446,0.026803909,0.728128208,0.0267726,0.727277695,7.65323019,0.04648684
B2,FRB2000102188,8639,PIEN,425705.087,4417763.257,NA,6.4,13.4,NA,0.5,NA,NA,NA,NA,NA,NA,1.041567149,0.033299679,0.732338962,0.031970746,0.703112577,5.00026226,0.015390101
B2,FRB2000102189,8640,PICO,425702.203,4417770.721,NA,6,10.3,NA,0.307142857,NA,NA,NA,NA,NA,NA,1.446721626,1.334869634,0.981358204,0.922685892,0.678332435,5.559688568,0.082725164
B2,FRB2000102190,8641,PICO,425700.285,4417768.258,NA,5.8,8.2,NA,0.171428571,NA,NA,NA,NA,NA,NA,1.424505228,1.324470557,0.895450661,0.929775848,0.628604686,7.862188816,0.109991128
B2,FRB2000102191,8642,PICO,425699.144,4417768.366,NA,10.2,14.3,NA,0.292857143,NA,NA,NA,NA,NA,NA,1.253278762,1.125412375,0.820172631,0.897974504,0.654421551,7.603730679,0.072877132
B2,FRB2000102192,8643,PICO,425694.953,4417767.969,NA,7.2,10,NA,0.2,NA,NA,NA,NA,NA,NA,1.180674757,1.140259913,0.945880378,0.965769706,0.801135429,7.633374214,0.2106949
B2,FRB2000102194,8645,PICO,425703.517,4417760.171,NA,7,7.2,NA,0.014285714,NA,NA,NA,NA,NA,NA,0.978667113,0.925656547,0.777401369,0.945833915,0.794347085,7.751624584,0.083818021
B2,FRB2000102195,8646,PICO,425700.714,4417749.923,NA,6.5,10.6,NA,0.292857143,NA,NA,NA,NA,NA,NA,0.7331727,0.69229379,0.505909774,0.94424382,0.690028113,8.28563118,0.310351254
B2,FRB2000102196,8647,PICO,425713.326,4417754.234,NA,7.9,13.1,NA,0.371428571,NA,NA,NA,NA,NA,NA,0.9063637,0.829275189,0.75635892,0.914947486,0.834498248,7.146771908,0.090402886
B2,FRB2000102197,8648,ABLA,425712.466,4417751.103,NA,9.4,18.7,NA,0.664285714,NA,NA,NA,NA,NA,NA,0.986141963,0.025637239,0.827064596,0.025997513,0.838687154,6.969754219,0.150282032
B2,FRB2000102198,8649,PICO,425737.517,4417750.512,NA,9.4,15.3,NA,0.421428571,NA,NA,NA,NA,NA,NA,0.697168674,0.670504737,0.578481755,0.961753967,0.829758675,9.429204941,0.074767104
B2,FRB2000102199,8650,PICO,425740.052,4417749.33,NA,7.9,13.8,NA,0.421428571,NA,NA,NA,NA,NA,NA,0.755354745,0.755354745,0.647356526,1,0.85702318,13.00671768,0.063428042
B2,FRB2000102203,8654,PICO,425738.981,4417745.148,NA,7.3,10.2,NA,0.207142857,NA,NA,NA,NA,NA,NA,0.70124096,0.676292201,0.609951295,0.964421989,0.869816982,8.88121891,-0.017864624
B2,FRB2000102204,8655,PICO,425737.649,4417741.789,NA,6.8,12,NA,0.371428571,NA,NA,NA,NA,NA,NA,0.842642925,0.801670754,0.752218451,0.951376591,0.892689452,11.58172894,0.047231584
B2,FRB2000102205,8656,ABLA,425731.095,4417738.183,NA,6.1,14.3,NA,0.585714286,NA,NA,NA,NA,NA,NA,0.661066909,0.079629193,0.534504193,0.120455572,0.808547798,10.14763451,-0.020713445
B2,FRB2000102206,8657,ABLA,425731.928,4417737.578,NA,5.5,11.5,NA,0.428571429,NA,NA,NA,NA,NA,NA,0.654653954,0.08337252,0.52361816,0.127353573,0.799839604,10.18199539,0.086069967
B2,FRB2000102207,8658,PICO,425729.395,4417735.605,NA,6.8,14.4,NA,0.542857143,NA,NA,NA,NA,NA,NA,0.535952359,0.499073034,0.477880584,0.931189173,0.891647505,12.34473705,0.084370225
B2,FRB2000102208,8659,PICO,425697.842,4417736.497,NA,6.8,16.3,NA,0.678571429,NA,NA,NA,NA,NA,NA,0.541316058,0.494376932,0.304670516,0.913287024,0.562832955,12.2468605,0.172508071
B2,FRB2000102209,8660,PICO,425699.619,4417735.107,NA,5.6,11.8,NA,0.442857143,NA,NA,NA,NA,NA,NA,0.655728411,0.584542621,0.318642024,0.891440133,0.485935974,13.42236233,0.20789922
B2,FRB2000102210,8661,PICO,425686.339,4417740.344,NA,7.4,11.8,NA,0.314285714,NA,NA,NA,NA,NA,NA,0.690701392,0.690701392,0.624974671,1,0.904840614,14.6232872,0.168349209
B2,FRB2000102215,8666,PICO,425686.873,4417729.613,NA,9.5,13.9,NA,0.314285714,NA,NA,NA,NA,NA,NA,0.659482344,0.55438874,0.398343033,0.840642278,0.604023802,17.1228981,0.200194542
B2,FRB2000102216,8667,PICO,425691.31,4417731.455,NA,9.2,13.6,NA,0.314285714,NA,NA,NA,NA,NA,NA,0.595610163,0.452837017,0.200389627,0.760290952,0.336444271,13.73443508,0.077921678
B2,FRB2000102217,8668,ABLA,425691.768,4417730.026,NA,7.2,11.1,NA,0.278571429,NA,NA,NA,NA,NA,NA,0.733113281,0.046536795,0.221624141,0.063478314,0.302305451,13.83143044,0.099858137
B2,FRB2000102218,8669,PICO,425698.916,4417730.899,NA,9,12.3,NA,0.235714286,NA,NA,NA,NA,NA,NA,0.748967873,0.650056712,0.189490142,0.867936711,0.253001696,8.976255417,0.322181678
B2,FRB2000102219,8670,PICO,425699.494,4417731.112,NA,5.1,7.6,NA,0.178571429,NA,NA,NA,NA,NA,NA,0.812414994,0.716540687,0.178201108,0.881988506,0.219347389,9.17726326,0.114890114
B2,FRB2000102221,8672,PICO,425702.354,4417734.438,NA,7.4,8.5,NA,0.078571429,NA,NA,NA,NA,NA,NA,0.710217714,0.611742546,0.3545237,0.861345098,0.499176087,11.7575407,0.210630976
B2,FRB2000102222,8673,PICO,425702.281,4417735.579,NA,5.5,7.5,NA,0.142857143,NA,NA,NA,NA,NA,NA,0.722421153,0.650412946,0.39072473,0.900323784,0.540854498,11.44314194,0.218578254
B2,FRB2000102223,8674,PICO,425705.924,4417729.899,NA,6.2,8.9,NA,0.192857143,NA,NA,NA,NA,NA,NA,1.128608847,1.017357513,0.590217343,0.901426137,0.522960054,14.01917744,0.118189478
B2,FRB2000102224,8675,ABLA,425707.929,4417729.684,NA,7.5,12,NA,0.321428571,NA,NA,NA,NA,NA,NA,1.023452621,0.026438501,0.584565879,0.025832657,0.571170435,12.79257298,0.11959656
B2,FRB2000102225,8676,PICO,425711.186,4417731.826,NA,5.2,11.9,NA,0.478571429,NA,NA,NA,NA,NA,NA,0.827764936,0.754796674,0.604573257,0.911849054,0.730368286,11.48884773,0.056850108
B2,FRB2000102226,8677,PICO,425729.892,4417729.37,NA,7.3,12.4,NA,0.364285714,NA,NA,NA,NA,NA,NA,0.489935131,0.453701826,0.412121687,0.926044689,0.841176028,13.28282738,0.002954333
B2,FRB2000102227,8678,PICO,425732.994,4417729.195,NA,7,13.6,NA,0.471428571,NA,NA,NA,NA,NA,NA,0.713394945,0.676248839,0.635656493,0.947930517,0.891030272,11.22169304,-0.09731815
B2,FRB2000102230,8681,ABLA,425733.167,4417722.193,NA,9.5,16.7,NA,0.514285714,NA,NA,NA,NA,NA,NA,0.716792178,0.055643198,0.621742872,0.077628077,0.867396285,10.30781269,-0.102884094
B2,FRB2000102231,8682,ABLA,425730.811,4417724.188,NA,5.7,10.9,NA,0.371428571,NA,NA,NA,NA,NA,NA,0.625772931,0.030762582,0.521718267,0.049159337,0.833718177,11.16351414,-0.094634913
B2,FRB2000102232,8683,PICO,425730.412,4417722.546,NA,5.6,11.1,NA,0.392857143,NA,NA,NA,NA,NA,NA,0.675503284,0.575534003,0.555054203,0.852007706,0.821689866,10.7676239,-0.124595666
B2,FRB2000102233,8684,PIEN,425720.363,4417725.152,NA,6.1,13.4,NA,0.521428571,NA,NA,NA,NA,NA,NA,0.60788833,0.053335478,0.427859697,0.087738941,0.703845881,10.80025387,-0.004468467
B2,FRB2000102234,8685,ABLA,425718.98,4417723.07,NA,7.3,11.2,NA,0.278571429,NA,NA,NA,NA,NA,NA,0.721746728,0.006504569,0.45097422,0.009012259,0.624837222,12.14444637,0.013749661
B2,FRB2000102235,8686,PICO,425720.011,4417722.28,NA,6.5,9.8,NA,0.235714286,NA,NA,NA,NA,NA,NA,0.749301044,0.578311897,0.474665682,0.771801803,0.633477941,12.41665936,-0.018811921
B2,FRB2000102236,8687,PICO,425716.493,4417726.261,NA,6.9,10.5,NA,0.257142857,NA,NA,NA,NA,NA,NA,0.8014129,0.692148314,0.558189983,0.863660061,0.69650736,10.31956768,0.011114175
B2,FRB2000102237,8688,PICO,425715.445,4417724.784,NA,7,10.2,NA,0.228571429,NA,NA,NA,NA,NA,NA,0.878350329,0.755930282,0.552456817,0.860625034,0.628970922,13.07038403,0.14206982
B2,FRB2000102238,8689,PICO,425714.545,4417722.184,NA,10.5,13.8,NA,0.235714286,NA,NA,NA,NA,NA,NA,0.712475161,0.502214903,0.290137206,0.704887595,0.407224311,15.67204666,-0.007277239
B2,FRB2000102239,8690,PIEN,425715.126,4417721.689,NA,9.2,13.4,NA,0.3,NA,NA,NA,NA,NA,NA,0.750651497,0.063445788,0.327860187,0.084520964,0.436767513,15.22627735,0.0119575
B2,FRB2000102240,8691,PICO,425710.438,4417727.572,NA,5.7,9,NA,0.235714286,NA,NA,NA,NA,NA,NA,0.88286933,0.672723021,0.392035207,0.761973486,0.444046694,13.35552025,0.011486932
B2,FRB2000102241,8692,ABLA,425710.32,4417727.052,NA,6.2,9.7,NA,0.25,NA,NA,NA,NA,NA,NA,0.843500335,0.035403251,0.348430517,0.041971828,0.413076916,13.35552025,0.011486932
B2,FRB2000102242,8693,PICO,425708.279,4417726.802,NA,5.3,7.9,NA,0.185714286,NA,NA,NA,NA,NA,NA,0.818314956,0.684090451,0.325983013,0.835974519,0.39835886,14.62959099,0.035809345
B2,FRB2000102243,8694,PICO,425705.707,4417728.866,NA,6.5,8.4,NA,0.135714286,NA,NA,NA,NA,NA,NA,1.000739467,0.894471116,0.403274193,0.893810173,0.402976206,16.99072266,0.064228238
B2,FRB2000102244,8695,PICO,425705.475,4417727.591,NA,5.5,7.2,NA,0.121428571,NA,NA,NA,NA,NA,NA,0.886892908,0.788024401,0.271365226,0.888522609,0.305972935,17.73795509,-0.036098925
B2,FRB2000102245,8696,PICO,425704.454,4417728.207,NA,7.4,9.9,NA,0.178571429,NA,NA,NA,NA,NA,NA,0.936901124,0.842051189,0.207062854,0.898762065,0.221008224,16.99359894,0.021423532
B2,FRB2000102246,8697,PICO,425704.135,4417728.73,NA,10.6,13,NA,0.171428571,NA,NA,NA,NA,NA,NA,0.868420175,0.773145969,0.212243099,0.890290197,0.244401391,16.99359894,0.021423532
B2,FRB2000102247,8698,ABLA,425701.001,4417728.708,NA,6.3,9,NA,0.192857143,NA,NA,NA,NA,NA,NA,0.779076485,0.024989436,0.170556799,0.032075716,0.218921765,14.13016033,0.131307608
B2,FRB2000102248,8699,PICO,425701.519,4417727.455,NA,9.2,12,NA,0.2,NA,NA,NA,NA,NA,NA,0.756786486,0.620362767,0.162799096,0.819732882,0.215118927,14.12944221,0.089816794
B2,FRB2000102249,8700,PICO,425695.462,4417728.124,NA,7.9,11.9,NA,0.285714286,NA,NA,NA,NA,NA,NA,0.761734925,0.594491575,0.21420458,0.780444163,0.281206195,15.75968552,0.146512871
B2,FRB2000102250,8701,PICO,425696.997,4417725.904,NA,8.9,12.1,NA,0.228571429,NA,NA,NA,NA,NA,NA,0.74010277,0.552028654,0.242419688,0.74588108,0.327548684,17.18934822,0.18046151
