Plot,TreeID,Tag,Species,X,Y,DBH_89,DBH_04,DBH_18,Dia_89_04,Dia_04_18,Dia_dif,NDI_89_live,NDI_89_consp,NDI_89_mort,NDI_89_propconsp,NDI_89_propmort,NDI_04_live,NDI_04_consp,NDI_04_mort,NDI_04_propconsp,NDI_04_propmort,Slope,TPI
C3,FRC3000102568,7066,ABLA,426608.921,4417434.512,NA,10.2,12.6,NA,0.171428571,NA,NA,NA,NA,NA,NA,1.264016001,0.482633414,0.473091252,0.381825399,0.374276316,19.47598839,0.160534398
C3,FRC3000102569,7067,ABLA,426604.93,4417433.617,NA,7.1,9,NA,0.135714286,NA,NA,NA,NA,NA,NA,1.06673829,0.521655787,0.366559253,0.489019464,0.343626226,17.47481918,0.140987745
C3,FRC3000102570,7068,ABLA,426604.459,4417431.671,NA,5.6,8.3,NA,0.192857143,NA,NA,NA,NA,NA,NA,1.099829242,0.428277316,0.535090455,0.389403463,0.486521393,15.14704132,0.222231892
C3,FRC3000102572,7070,ABLA,426607.959,4417425.271,NA,5.5,10.2,NA,0.335714286,NA,NA,NA,NA,NA,NA,1.13374711,0.130546463,0.983318528,0.115146016,0.86731734,10.79540539,0.158686015
C3,FRC3000102573,7071,ABLA,426601.549,4417423.771,NA,6.6,12,NA,0.385714286,NA,NA,NA,NA,NA,NA,1.30296454,0.157443836,1.000336391,0.120835089,0.767738768,10.86852455,-0.02797143
C3,FRC3000102574,7072,ABLA,426602.844,4417421.362,NA,5.7,9.5,NA,0.271428571,NA,NA,NA,NA,NA,NA,1.590005481,0.154916564,1.261116994,0.097431466,0.793152608,9.183532715,-0.070337915
C3,FRC3000102575,7073,ABLA,426603.161,4417419.628,NA,8.5,12.3,NA,0.271428571,NA,NA,NA,NA,NA,NA,1.325112797,0.126991451,1.053217284,0.095834446,0.794813307,9.873220444,-0.220713137
C3,FRC3000102576,7074,ABLA,426608.283,4417420.463,NA,10.4,17.1,NA,0.478571429,NA,NA,NA,NA,NA,NA,1.303161949,0.144500805,1.122108597,0.110884764,0.861066116,12.83882046,-0.178984344
C3,FRC3000102577,7075,ABLA,426609.712,4417416.923,NA,11,17.8,NA,0.485714286,NA,NA,NA,NA,NA,NA,1.365504052,0.143532546,1.047060211,0.105113233,0.766793925,12.24371052,0.148661616
C3,FRC3000102579,7077,ABLA,426615.367,4417449.139,NA,13.5,18,NA,0.321428571,NA,NA,NA,NA,NA,NA,0.736370879,0.35081683,0.067655206,0.476413232,0.091876537,5.971581936,-0.112930057
C3,FRC3000102581,7079,ABLA,426615.405,4417445.42,NA,6.6,8.3,NA,0.121428571,NA,NA,NA,NA,NA,NA,0.656517282,0.357137536,0.207060614,0.54398802,0.31539248,9.040175438,-0.408631334
C3,FRC3000102582,7080,ABLA,426599.82,4417432.727,NA,11.1,14.1,NA,0.214285714,NA,NA,NA,NA,NA,NA,1.199647,0.581816972,0.39159992,0.484990145,0.326429291,15.55880928,0.197643003
C3,FRC3000102583,7081,ABLA,426615.153,4417438.771,NA,7.5,14.3,NA,0.485714286,NA,NA,NA,NA,NA,NA,1.166995424,0.468807067,0.613635726,0.401721427,0.525825306,15.65544128,-0.329967222
C3,FRC3000102593,7091,ABLA,426616.842,4417435.551,NA,5.5,8.6,NA,0.221428571,NA,NA,NA,NA,NA,NA,1.184362016,0.395627647,0.698498396,0.334042836,0.589767644,15.34986401,-0.086666071
C3,FRC3000102594,7092,PICO,426615.855,4417433.633,NA,8,10.7,NA,0.192857143,NA,NA,NA,NA,NA,NA,1.314745955,0.80357325,0.778067758,0.611200397,0.591800838,14.25958347,-0.033440334
C3,FRC3000102595,7093,ABLA,426615.415,4417433.793,NA,6.5,9.7,NA,0.228571429,NA,NA,NA,NA,NA,NA,1.22705393,0.339149806,0.667386372,0.276393562,0.543893268,14.25958347,-0.033440334
C3,FRC3000102606,7104,ABLA,426608.821,4417413.545,NA,5.8,8.6,NA,0.2,NA,NA,NA,NA,NA,NA,1.521233322,0.146215244,0.941231588,0.096116251,0.618729273,10.65968513,0.08270591
C3,FRC3000102607,7105,ABLA,426606.665,4417412.776,NA,9.8,15.2,NA,0.385714286,NA,NA,NA,NA,NA,NA,1.618485855,0.1068067,1.138642343,0.065991742,0.703523197,14.12158585,0.131145874
C3,FRC3000102608,7106,ABLA,426599.431,4417413.562,NA,7.5,12.3,NA,0.342857143,NA,NA,NA,NA,NA,NA,1.26998608,0.038274379,0.988341717,0.030137637,0.778230355,12.11431313,-0.136647895
C3,FRC3000102609,7107,ABLA,426592.878,4417441.855,NA,9.3,11,NA,0.121428571,NA,NA,NA,NA,NA,NA,1.443784399,1.078430155,0.189673081,0.746946813,0.131372164,10.57566833,-0.402928301
C3,FRC3000102610,7108,ABLA,426580.171,4417437.321,NA,11.4,14.7,NA,0.235714286,NA,NA,NA,NA,NA,NA,1.058516893,0.443879007,0.476070299,0.419340504,0.449752198,16.61839294,-0.108688788
C3,FRC3000102611,7109,ABLA,426579.028,4417438.954,NA,7,7.7,NA,0.05,NA,NA,NA,NA,NA,NA,1.149283856,0.610054148,0.376460531,0.530812423,0.327560967,12.13623619,-0.249811311
C3,FRC3000102612,7110,ABLA,426580.274,4417438.984,NA,5.7,6.2,NA,0.035714286,NA,NA,NA,NA,NA,NA,1.254856206,0.668777208,0.408749942,0.53295127,0.325734487,13.19819355,-0.250265705
C3,FRC3000102613,7111,ABLA,426580.32,4417442.493,NA,6.4,7.9,NA,0.107142857,NA,NA,NA,NA,NA,NA,1.615851449,0.851278054,0.567308956,0.526829403,0.351089796,9.798357964,0.076328217
C3,FRC3000102614,7112,ABLA,426581.427,4417441.66,NA,7.4,10,NA,0.185714286,NA,NA,NA,NA,NA,NA,1.600824334,0.834656026,0.570049428,0.521391391,0.356097428,3.681957245,-0.032209619
C3,FRC3000102615,7113,ABLA,426560.0862,4417443.986,NA,5.8,9.5,NA,0.264285714,NA,NA,NA,NA,NA,NA,1.64080072,0.229593915,1.222855368,0.139927971,0.745279639,4.815520763,0.007082389
C3,FRC3000102616,7114,PIEN,426571.007,4417428.242,NA,8,14.5,NA,0.464285714,NA,NA,NA,NA,NA,NA,1.127157989,0.34007742,0.940859992,0.301712292,0.834718825,7.78316021,0.096809844
C3,FRC3000102617,7115,ABLA,426567.727,4417437.051,NA,5.6,10.2,NA,0.328571429,NA,NA,NA,NA,NA,NA,0.89040814,0.206777866,0.561457598,0.232228184,0.630562067,6.128573418,0.104155628
C3,FRC3000102618,7116,ABLA,426557.967,4417440.889,NA,6.9,13,NA,0.435714286,NA,NA,NA,NA,NA,NA,1.313491307,0.108928587,1.03355922,0.082930573,0.786879376,6.606239796,0.019661407
C3,FRC3000102619,7117,PICO,426541.913,4417432.313,NA,7.9,14,NA,0.435714286,NA,NA,NA,NA,NA,NA,1.146795667,1.104597109,0.752283457,0.963203072,0.655987356,7.03053093,0.063406478
C3,FRC3000102620,7118,PICO,426541.263,4417423.253,NA,7.8,9.9,NA,0.15,NA,NA,NA,NA,NA,NA,1.564465039,1.529365212,0.816089875,0.977564327,0.52164149,8.22386837,-0.210282094
C3,FRC3000102621,7119,PICO,426542.8121,4417424.268,NA,8.1,12.2,NA,0.292857143,NA,NA,NA,NA,NA,NA,1.583719953,1.562099004,0.936620046,0.986347998,0.591405093,9.438896179,-0.081215651
C3,FRC3000102622,7120,PICO,426541.196,4417425.987,NA,6.8,7.9,NA,0.078571429,NA,NA,NA,NA,NA,NA,1.635856388,1.601732445,0.807352513,0.979140013,0.49353508,8.299508095,-0.057888284
C3,FRC3000102623,7121,PICO,426541.072,4417425.301,NA,5.8,6.7,NA,0.064285714,NA,NA,NA,NA,NA,NA,1.688832417,1.652133395,0.794165253,0.978269589,0.47024515,8.299508095,-0.057888284
C3,FRC3000102624,7122,PICO,426540.501,4417424.742,NA,6.6,8.3,NA,0.121428571,NA,NA,NA,NA,NA,NA,1.655379279,1.611988965,0.804350481,0.973788295,0.485901021,5.789055824,-0.061668998
C3,FRC3000102625,7123,PICO,426538.144,4417424.797,NA,9.6,9.9,NA,0.021428571,NA,NA,NA,NA,NA,NA,1.736207128,1.608047803,0.972877215,0.926184312,0.560346286,4.707431793,-0.037625382
C3,FRC3000102626,7124,ABLA,426537.263,4417424.316,NA,12,16.5,NA,0.321428571,NA,NA,NA,NA,NA,NA,1.727288948,0,1.02599866,0,0.593993646,5.938467979,0.012641401
C3,FRC3000102627,7125,PICO,426537.007,4417421.566,NA,7.3,10.4,NA,0.221428571,NA,NA,NA,NA,NA,NA,1.812513242,1.758936661,1.178808004,0.970440723,0.650372078,5.098169327,-0.066688128
C3,FRC3000102628,7126,PIEN,426531.975,4417424.052,NA,5.7,9.4,NA,0.264285714,NA,NA,NA,NA,NA,NA,1.434203171,0,0.81611818,0,0.569039447,4.979729652,0.091685202
C3,FRC3000102629,7127,PICO,426529.259,4417421.393,NA,8.7,14,NA,0.378571429,NA,NA,NA,NA,NA,NA,1.346468787,1.306444215,0.802070253,0.970274415,0.595684253,8.922978401,0.115132714
C3,FRC3000102630,7128,PICO,426520.54,4417443.247,NA,8.5,12.5,NA,0.285714286,NA,NA,NA,NA,NA,NA,1.03065211,1.004121811,0.695392272,0.974258725,0.674710957,10.01316452,-0.019250142
C3,FRC3000102631,7129,PICO,426520.694,4417442.586,NA,9.7,11.5,NA,0.128571429,NA,NA,NA,NA,NA,NA,0.940883703,0.916202361,0.620289333,0.973767914,0.65926249,10.07590485,0.018220438
C3,FRC3000102632,7130,PICO,426518.784,4417441.106,NA,10.5,14.6,NA,0.292857143,NA,NA,NA,NA,NA,NA,0.898062723,0.872073584,0.60399057,0.971060886,0.672548313,11.3869257,0.064164315
C3,FRC3000102633,7131,PICO,426514.682,4417436.478,NA,6,9.9,NA,0.278571429,NA,NA,NA,NA,NA,NA,1.0875231,1.044262171,0.821350204,0.96022068,0.755248513,11.60693455,0.065968799
C3,FRC3000102634,7132,PICO,426517.508,4417420.196,NA,8.9,13.3,NA,0.314285714,NA,NA,NA,NA,NA,NA,0.96001258,0.914957946,0.548150132,0.953068705,0.570982238,9.999218941,-0.087299913
C3,FRC3000102635,7133,PICO,426512.245,4417420.218,NA,9.8,11.6,NA,0.128571429,NA,NA,NA,NA,NA,NA,0.90542095,0.8176316,0.576034372,0.903040292,0.636206145,9.01421833,-0.161078131
C3,FRC3000102636,7134,PICO,426513.2967,4417422.115,NA,8.2,12.3,NA,0.292857143,NA,NA,NA,NA,NA,NA,0.943838617,0.863180926,0.584608071,0.914542921,0.6193941,9.306677818,0.039650132
C3,FRC3000102638,7136,PICO,426494.63,4417426.665,NA,7.5,11,NA,0.25,NA,NA,NA,NA,NA,NA,1.113483093,1.089790572,0.743569847,0.978722154,0.66778728,9.722327232,-0.123789309
C3,FRC3000102641,7139,PIEN,426509.49,4417411.974,NA,7.4,11.3,NA,0.278571429,NA,NA,NA,NA,NA,NA,1.297739856,0,0.82672725,0,0.637051599,6.685509682,0.00631762
C3,FRC3000102642,7140,ABLA,426510.698,4417410.734,NA,9.6,14.5,NA,0.35,NA,NA,NA,NA,NA,NA,1.240084688,0.06954345,0.757981146,0.056079598,0.611233373,4.36481905,-0.015790584
C3,FRC3000102643,7141,PICO,426511.072,4417416.523,NA,5.6,9.9,NA,0.307142857,NA,NA,NA,NA,NA,NA,1.137452964,1.037491632,0.763635091,0.912118272,0.671355314,8.045070648,-0.284703396
C3,FRC3000102644,7142,PICO,426530.614,4417419.855,NA,7,12.2,NA,0.371428571,NA,NA,NA,NA,NA,NA,1.332680061,1.223685119,0.794490414,0.918213722,0.596159902,7.889728069,0.058298779
C3,FRC3000102645,7143,ABLA,426528.414,4417414.963,NA,7.1,13.2,NA,0.435714286,NA,NA,NA,NA,NA,NA,1.306425428,0.046295387,0.922090356,0.035436686,0.705811703,8.445306778,-0.215118697
C3,FRC3000102646,7144,PICO,426525.156,4417413.809,NA,9.3,11.5,NA,0.157142857,NA,NA,NA,NA,NA,NA,1.334853943,1.235925806,0.979931854,0.925888418,0.734111667,10.02153587,-0.256262169
C3,FRC3000102648,7146,PIEN,426541.376,4417409.288,NA,11.9,17.1,NA,0.371428571,NA,NA,NA,NA,NA,NA,1.135431281,0.058317523,0.813325069,0.051361561,0.716313777,13.30323219,-0.259806443
C3,FRC3000102649,7147,ABLA,426544.885,4417409.2,NA,6.8,12,NA,0.371428571,NA,NA,NA,NA,NA,NA,1.053826321,0,0.734398973,0,0.696888053,12.33391094,-0.214754411
C3,FRC3000102650,7148,PICO,426542.673,4417414.055,NA,7,10.2,NA,0.228571429,NA,NA,NA,NA,NA,NA,1.121006748,1.036729107,0.731996557,0.924819684,0.652981402,8.551405907,-0.159196631
C3,FRC3000102651,7149,PICO,426561.35,4417422.702,NA,10.2,14.9,NA,0.335714286,NA,NA,NA,NA,NA,NA,1.027198081,0.958008991,0.819676447,0.932642894,0.79797311,10.29716492,0.014199434
C3,FRC3000102652,7150,ABLA,426561.682,4417413.349,NA,5.5,10,NA,0.321428571,NA,NA,NA,NA,NA,NA,1.202607784,0,0.841250917,0,0.699522262,12.43876362,-0.14641429
C3,FRC3000102653,7151,PICO,426565.1,4417414.988,NA,7.9,11.5,NA,0.257142857,NA,NA,NA,NA,NA,NA,1.22978063,1.170659249,0.812893395,0.951925263,0.661006829,11.24924564,-0.184661962
C3,FRC3000102654,7152,PICO,426569.916,4417417.586,NA,7.3,10.8,NA,0.25,NA,NA,NA,NA,NA,NA,1.349326088,1.275851246,1.07286473,0.945547008,0.795111529,9.683259964,0.07219246
C3,FRC3000102656,7154,PICO,426592.698,4417397.713,NA,7.6,10,NA,0.171428571,NA,NA,NA,NA,NA,NA,1.771832177,1.760681376,0.932023922,0.993706627,0.526022686,11.73553658,0.104947352
C3,FRC3000102657,7155,PICO,426592.62,4417397.681,NA,5.8,6.9,NA,0.078571429,NA,NA,NA,NA,NA,NA,1.939571271,1.928338758,0.968968849,0.994208765,0.499578883,11.73553658,0.104947352
C3,FRC3000102658,7156,ABLA,426582.85,4417399.162,NA,11.1,16.3,NA,0.371428571,NA,NA,NA,NA,NA,NA,1.475854639,0,0.803481045,0,0.544417467,15.26020145,0.369393237
C3,FRC3000102659,7157,PICO,426576.003,4417396.987,NA,9.2,10,NA,0.057142857,NA,NA,NA,NA,NA,NA,1.617767012,1.602317565,0.794833375,0.990450141,0.491315109,15.7744627,0.064495484
C3,FRC3000102660,7158,ABLA,426553.383,4417397.937,NA,5.4,10.9,NA,0.392857143,NA,NA,NA,NA,NA,NA,1.290751459,0,0.975778592,0,0.755977136,17.18393517,-0.019665258
C3,FRC3000102662,7160,PIEN,426538.851,4417395.112,NA,5.9,13.6,NA,0.55,NA,NA,NA,NA,NA,NA,1.825120273,0.013169733,1.620564062,0.007215817,0.887921791,18.33283234,0.016583849
C3,FRC3000102663,7161,PICO,426507.225,4417414.477,NA,5.4,9.9,NA,0.321428571,NA,NA,NA,NA,NA,NA,0.99367295,0.889134194,0.664369254,0.894795611,0.668599517,5.904841423,-0.054756814
C3,FRC3000102664,7162,ABLA,426507.313,4417402.697,NA,5,11.4,NA,0.457142857,NA,NA,NA,NA,NA,NA,1.473795162,0.139164772,1.223798447,0.094426129,0.830372143,12.51224041,-0.117807479
C3,FRC3000102665,7163,PICO,426559.967,4417393.494,NA,8.7,9.7,NA,0.071428571,NA,NA,NA,NA,NA,NA,1.721120001,1.714321562,1.197274906,0.996049991,0.695637088,15.79132938,0.039841131
C3,FRC3000102666,7164,ABLA,426592.583,4417424.069,NA,7.8,10.8,NA,0.214285714,NA,NA,NA,NA,NA,NA,1.199124774,0.090932981,0.621433911,0.075832793,0.518239574,10.32438469,0.111510653
C3,FRC3000102667,7165,PICO,426496.623,4417468.104,NA,9.5,11.5,NA,0.142857143,NA,NA,NA,NA,NA,NA,0.767960482,0.728305842,0.478537598,0.948363696,0.623127894,9.319041252,-0.404977696
C3,FRC3000102669,7168,ABLA,426575.881,4417449.697,NA,5.4,7,NA,0.114285714,NA,NA,NA,NA,NA,NA,1.403654471,0.997010255,0.442867624,0.71029607,0.315510429,5.572584629,-0.538034337
C3,FRC3000102670,7169,PIEN,426570.103,4417449.028,NA,11.6,16.2,NA,0.328571429,NA,NA,NA,NA,NA,NA,1.278170981,0.042090526,0.455655822,0.032930278,0.356490508,10.98135185,-0.409122696
C3,FRC3000102689,8019,ABLA,426588.836,4417480.172,NA,6.3,12.3,NA,0.428571429,NA,NA,NA,NA,NA,NA,1.148797786,0,0.784672263,0,0.683037757,8.082177162,0.063927106
C3,FRC3000102690,8020,PICO,426585.585,4417479.82,NA,9.2,13.8,NA,0.328571429,NA,NA,NA,NA,NA,NA,1.012296071,0.946218555,0.806717273,0.934725109,0.796918309,8.411888123,-0.111104009
C3,FRC3000102691,8021,PICO,426602.947,4417477.397,NA,6.2,7,NA,0.057142857,NA,NA,NA,NA,NA,NA,1.020518158,0.93749074,0.425792001,0.9186419,0.417231186,2.384298563,0.04837065
C3,FRC3000102693,8023,PICO,426608.565,4417477.455,NA,5.6,9.4,NA,0.271428571,NA,NA,NA,NA,NA,NA,0.867129721,0.700498661,0.463351879,0.807836064,0.534351283,4.32469511,0.003773783
C3,FRC3000102694,8024,PICO,426607.788,4417476.82,NA,5.9,6.2,NA,0.021428571,NA,NA,NA,NA,NA,NA,0.85130125,0.666915759,0.403190381,0.783407471,0.473616574,5.719554901,0.053157963
C3,FRC3000102695,8025,PICO,426606.05,4417479.208,NA,8,12.6,NA,0.328571429,NA,NA,NA,NA,NA,NA,0.82244555,0.713098554,0.473403452,0.867046522,0.575604613,2.326060534,0.05864227
C3,FRC3000102696,8026,PICO,426603.624,4417478.654,NA,8,11.2,NA,0.228571429,NA,NA,NA,NA,NA,NA,0.868369963,0.77095711,0.478795722,0.887821024,0.551372966,2.268859863,0.059669663
C3,FRC3000102703,8033,ABLA,426613.718,4417469.77,NA,10.6,15.1,NA,0.321428571,NA,NA,NA,NA,NA,NA,0.917042486,0.159319333,0.572371076,0.173731682,0.624148919,10.35118961,0.024686699
C3,FRC3000102706,8036,PICO,426610.481,4417463.212,NA,11.8,16,NA,0.3,NA,NA,NA,NA,NA,NA,0.802009037,0.653208792,0.434525625,0.814465625,0.54179642,13.44295216,0.21011959
C3,FRC3000102707,8037,PICO,426606.52,4417461.31,NA,9.2,9.9,NA,0.05,NA,NA,NA,NA,NA,NA,0.947818127,0.67880264,0.502128209,0.716173937,0.529772743,11.61000729,-0.23871716
C3,FRC3000102708,8038,ABLA,426605.538,4417462.788,NA,8.7,11.8,NA,0.221428571,NA,NA,NA,NA,NA,NA,0.915811985,0.225221818,0.387652494,0.245925825,0.423288296,8.887563705,-0.323370804
C3,FRC3000102709,8039,ABLA,426604.185,4417460.212,NA,7.1,10,NA,0.207142857,NA,NA,NA,NA,NA,NA,0.786079192,0.283542003,0.336126927,0.360704119,0.427599319,8.771756172,-0.37143262
C3,FRC3000102710,8040,ABLA,426603.928,4417456.079,NA,5.9,8.5,NA,0.185714286,NA,NA,NA,NA,NA,NA,0.765908975,0.327173289,0.300688815,0.427169937,0.392590797,10.2592001,-0.057213624
C3,FRC3000102711,8041,ABLA,426602.46,4417455.077,NA,7.1,9.4,NA,0.164285714,NA,NA,NA,NA,NA,NA,0.900808104,0.427323983,0.341859607,0.474378483,0.379503254,9.094527245,0.042800085
C3,FRC3000102712,8042,ABLA,426601.531,4417454.767,NA,5.6,8.1,NA,0.178571429,NA,NA,NA,NA,NA,NA,1.005384578,0.439204435,0.421637619,0.436852171,0.419379438,5.748969078,0.120457598
C3,FRC3000102713,8043,ABLA,426602.795,4417452.498,NA,9.4,12.6,NA,0.228571429,NA,NA,NA,NA,NA,NA,0.841282448,0.402571008,0.313081771,0.478520631,0.372148226,7.28853035,0.117173637
C3,FRC3000102714,8044,ABLA,426603.071,4417450.457,NA,7.1,9.6,NA,0.178571429,NA,NA,NA,NA,NA,NA,0.985579097,0.452064963,0.333150051,0.458679537,0.338024672,7.273202419,-0.00120761
C3,FRC3000102715,8045,ABLA,426606.324,4417450.056,NA,5.5,8.4,NA,0.207142857,NA,NA,NA,NA,NA,NA,0.75157678,0.352965216,0.268132046,0.469632945,0.356759353,5.955452919,-0.064778903
C3,FRC3000102716,8046,ABLA,426606.188,4417446.197,NA,9.8,13.8,NA,0.285714286,NA,NA,NA,NA,NA,NA,0.955644222,0.575195632,0.302577204,0.601893068,0.316621183,3.161441565,-0.288600404
C3,FRC3000102717,8047,ABLA,426605.386,4417442.047,NA,7.2,10.3,NA,0.221428571,NA,NA,NA,NA,NA,NA,1.112771322,0.614353115,0.37002869,0.552092872,0.33252896,4.202558517,-0.545299253
C3,FRC3000102718,8048,ABLA,426606.435,4417444.309,NA,8.2,12.9,NA,0.335714286,NA,NA,NA,NA,NA,NA,0.974847939,0.593406847,0.276169804,0.608717342,0.283295263,3.509568691,-0.405080127
C3,FRC3000102719,8049,ABLA,426606.974,4417445.118,NA,6.5,7.1,NA,0.042857143,NA,NA,NA,NA,NA,NA,0.947007471,0.630531433,0.247147021,0.665814634,0.260976844,1.992146492,-0.374984597
C3,FRC3000102720,8050,ABLA,426607.379,4417446.417,NA,9.6,13.8,NA,0.3,NA,NA,NA,NA,NA,NA,0.851418926,0.523435021,0.247340379,0.61477964,0.290503736,5.572095394,-0.331376614
C3,FRC3000102721,8051,PICO,426608.126,4417449.867,NA,7.3,8.3,NA,0.071428571,NA,NA,NA,NA,NA,NA,0.655471201,0.262380991,0.184911785,0.400293698,0.282105125,9.006498337,-0.081157889
C3,FRC3000102722,8052,ABLA,426609.606,4417453.813,NA,7.5,10.5,NA,0.214285714,NA,NA,NA,NA,NA,NA,0.596657688,0.246721997,0.215767768,0.413506776,0.3616274,7.636799335,0.148455984
C3,FRC3000102723,8053,PICO,426612.248,4417456.777,NA,7.9,12.8,NA,0.35,NA,NA,NA,NA,NA,NA,0.660571859,0.477853154,0.300839519,0.723393143,0.45542285,6.439401627,0.229596159
C3,FRC3000102724,8054,ABLA,426598.99,4417455.247,NA,5.5,8.7,NA,0.228571429,NA,NA,NA,NA,NA,NA,1.143862987,0.418095136,0.583974232,0.365511553,0.51052813,10.32568645,0.18373777
C3,FRC3000102725,8055,ABLA,426598.436,4417457.131,NA,6.5,7.8,NA,0.092857143,NA,NA,NA,NA,NA,NA,1.240717093,0.432856319,0.664268796,0.348875922,0.535391025,10.66255856,0.057958368
C3,FRC3000102726,8056,ABLA,426596.0395,4417458.833,NA,5.5,7.9,NA,0.171428571,NA,NA,NA,NA,NA,NA,0.921205903,0.424933545,0.414975487,0.461279659,0.450469852,7.974299908,-0.021424303
C3,FRC3000102727,8057,ABLA,426594.024,4417458.037,NA,6.8,9.3,NA,0.178571429,NA,NA,NA,NA,NA,NA,1.006451506,0.466477048,0.422130605,0.46348686,0.419424684,6.994958401,-0.049566708
C3,FRC3000102728,8058,PICO,426589.452,4417458.334,NA,8.8,10.3,NA,0.107142857,NA,NA,NA,NA,NA,NA,1.206348276,0.740267853,0.74563851,0.613643562,0.618095557,8.476960182,-0.103987733
C3,FRC3000102730,8060,PICO,426599.578,4417463.84,NA,8,8.6,NA,0.042857143,NA,NA,NA,NA,NA,NA,0.887448378,0.352213865,0.292904741,0.396883778,0.330052709,3.361654282,-0.06896241
C3,FRC3000102731,8061,ABLA,426599.135,4417464.332,NA,9.3,12.7,NA,0.242857143,NA,NA,NA,NA,NA,NA,0.919142949,0.412623245,0.335341498,0.448921733,0.364841506,2.761734486,-0.035612185
C3,FRC3000102732,8062,ABLA,426600.162,4417465.718,NA,6.3,8.1,NA,0.128571429,NA,NA,NA,NA,NA,NA,0.859804238,0.392134572,0.341609324,0.456074249,0.397310584,1.255327702,-0.1389861
C3,FRC3000102733,8063,ABLA,426598.746,4417465.61,NA,7.2,9.7,NA,0.178571429,NA,NA,NA,NA,NA,NA,0.881886555,0.416756171,0.392224251,0.472573448,0.444755903,4.21855402,-0.013250598
C3,FRC3000102734,8064,ABLA,426603.663,4417466.974,NA,8,11.2,NA,0.228571429,NA,NA,NA,NA,NA,NA,0.915874128,0.266071674,0.235553008,0.29051118,0.25718928,7.121677399,-0.29157168
C3,FRC3000102735,8065,ABLA,426603.564,4417465.441,NA,6,8,NA,0.142857143,NA,NA,NA,NA,NA,NA,0.872487199,0.308998615,0.306156632,0.354158336,0.350901002,9.242591858,-0.252353608
C3,FRC3000102736,8066,PIEN,426608.899,4417470.806,NA,9,14,NA,0.357142857,NA,NA,NA,NA,NA,NA,0.81348429,0,0.360704937,0,0.443407379,7.792750835,0.225831618
C3,FRC3000102737,8067,ABLA,426601.153,4417464.671,NA,6.2,8.7,NA,0.178571429,NA,NA,NA,NA,NA,NA,0.842834698,0.38620666,0.282638305,0.458223494,0.335342513,4.01678896,-0.250800196
C3,FRC3000102738,8068,ABLA,426593.485,4417467.597,NA,10.9,11.8,NA,0.064285714,NA,NA,NA,NA,NA,NA,0.967729707,0.388288591,0.596608962,0.401236614,0.616503717,6.294712543,0.028264091
C3,FRC3000102739,8069,ABLA,426594.844,4417465.961,NA,7.9,11.8,NA,0.278571429,NA,NA,NA,NA,NA,NA,0.955466676,0.420042397,0.573660409,0.439620144,0.600398134,6.841663361,0.061261583
C3,FRC3000102741,8071,ABLA,426593.023,4417467.112,NA,10.4,16.1,NA,0.407142857,NA,NA,NA,NA,NA,NA,1.098119714,0.43449451,0.679284794,0.39567135,0.618589016,6.294712543,0.028264091
C3,FRC3000102743,8073,ABLA,426586.147,4417466.343,NA,12.6,18.3,NA,0.407142857,NA,NA,NA,NA,NA,NA,0.932167868,0.321041616,0.655305264,0.344403221,0.702990617,6.505480766,-0.214684327
C3,FRC3000102744,8074,ABLA,426588.656,4417463.287,NA,8.7,12.5,NA,0.271428571,NA,NA,NA,NA,NA,NA,1.060044793,0.366718729,0.747027236,0.345946446,0.704712896,8.98658371,-0.103183686
C3,FRC3000102745,8075,ABLA,426585.47,4417462.148,NA,8.3,13.1,NA,0.342857143,NA,NA,NA,NA,NA,NA,1.302557061,0.584840909,0.890045402,0.448994464,0.683306267,5.860814095,-0.298196594
C3,FRC3000102746,8076,ABLA,426583.483,4417464.249,NA,7.8,8.9,NA,0.078571429,NA,NA,NA,NA,NA,NA,1.236247807,0.51518276,0.906578874,0.41673098,0.733331027,7.917347431,-0.31081181
C3,FRC3000102749,8079,ABLA,426568.044,4417466.559,NA,12.9,10.5,NA,-0.171428571,NA,NA,NA,NA,NA,NA,0.900529869,0.264311801,0.529734792,0.293506979,0.588247887,10.29868412,-0.024042846
C3,FRC3000102750,8080,ABLA,426578.259,4417468.929,NA,7.9,13.2,NA,0.378571429,NA,NA,NA,NA,NA,NA,1.066811287,0.360291011,0.721627694,0.337727033,0.676434251,7.140863419,0.055794219
C3,FRC3000102751,8081,ABLA,426579.889,4417468.148,NA,10.8,15.6,NA,0.342857143,NA,NA,NA,NA,NA,NA,1.062025496,0.380219818,0.706839624,0.358013832,0.665558055,5.877612591,-0.199678535
C3,FRC3000102752,8082,ABLA,426581.642,4417469.344,NA,7,13,NA,0.428571429,NA,NA,NA,NA,NA,NA,0.857588639,0.321305425,0.532956565,0.374661476,0.621459452,7.70877409,0.209149959
C3,FRC3000102753,8083,PIEN,426581.935,4417475.389,NA,7.3,14.3,NA,0.5,NA,NA,NA,NA,NA,NA,0.845686712,0.051411455,0.644134633,0.060792553,0.761670514,5.603658199,-0.370718682
C3,FRC3000102755,8085,PICO,426573.363,4417467.318,NA,6.5,8.2,NA,0.121428571,NA,NA,NA,NA,NA,NA,1.187088534,0.565385557,0.699950274,0.476279183,0.589636117,5.358391285,-0.450846097
C3,FRC3000102756,8086,PIEN,426571.308,4417465.518,NA,6.3,13.3,NA,0.5,NA,NA,NA,NA,NA,NA,1.014745487,0.106161895,0.568288366,0.104619234,0.560030444,9.830085754,-0.058292618
