Plot,X,Y,grow_BA_89_04,grow_BA_04_18,grow_BA_dif,ingrow_stems_89_04,ingrow_stems_04_18,ingrow_stems_dif,live_BA_89,live_BA_04,live_stems_89,live_stems_04,live_BA_LS_89,live_BA_LS_04,surv_BA_89,surv_BA_04,surv_stems_89,surv_stems_04,surv_BA_LS_89,surv_BA_LS_04,mort_BA_89_04,mort_BA_04_18,live_BA_LS_89_prop,live_BA_LS_04_prop,surv_BA_LS_89_prop,surv_BA_LS_04_prop,mort_BA_89_04_prop,mort_BA_04_18_prop,Slope,TPI
C3,426576.193,4417420.438,0.157320488,0.136580741,-0.020739748,0,0,0,47.0814783,35.05404791,7,6,0.76976874,1.410260942,32.69424059,7.306716194,6,2,0.76976874,1.410260942,14.38723772,27.74733171,0.016349715,0.040231044,0.023544475,0.193008857,0.30558169,0.791558561,9.102178574,-0.168148197
C3,426586.193,4417420.438,0.082419683,0.107470519,0.025050835,1,0,-1,43.38994986,35.28071382,7,7,0,0.833228912,33.21118966,5.282038268,6,2,0,0.833228912,10.1787602,29.99867555,0,0.023617122,0,0.15774761,0.234587969,0.850285391,11.49466419,-0.184263019
C3,426596.193,4417420.438,0.182584129,0.214251009,0.03166688,0,1,1,71.43816761,56.72820978,12,10,9.294087706,10.34911306,53.98944785,23.04091176,10,3,9.294087706,10.34911306,17.44871976,33.68729802,0.130099749,0.182433274,0.172146374,0.44916248,0.244249263,0.59383679,12.06355381,0.156809136
C3,426606.193,4417420.438,0.116830595,0.387717413,0.270886819,2,4,2,50.19785968,46.86879248,8,9,0,1.799818431,43.31651513,1.799818431,7,2,0,1.799818431,6.881344548,45.06897405,0,0.038401212,0,1,0.137084421,0.961598788,8.763547897,-0.219605647
C3,426616.193,4417420.438,0.249657132,0.159458267,-0.090198865,0,0,0,50.67239725,47.76642404,7,6,1.431388153,2.405281875,44.02156706,2.405281875,6,1,1.431388153,2.405281875,6.650830187,45.36114217,0.028247887,0.050355075,0.032515611,1,0.13125154,0.949644925,10.81284428,-0.002426773
C3,426496.193,4417410.438,0.268773723,0,-0.268773723,0,1,1,42.32275083,46.35435668,8,8,0,0,42.32275083,0,8,0,0,0,0,46.35435668,0,0,0,NA,0,1,7.775344372,0.002736377
C3,426506.193,4417410.438,0.245091351,0.455166286,0.210074935,1,2,1,36.97701677,41.37720998,8,9,1.618312916,3.872091485,36.97701677,20.89591084,8,5,1.618312916,2.19793676,0,20.48129915,0.043765373,0.093580294,0.043765373,0.105185018,0,0.494989854,9.055667877,-0.097117138
C3,426516.193,4417410.438,0.198354924,0.222088161,0.023733237,0,0,0,19.2958977,22.27122156,5,5,0,0,19.2958977,5.8243557,5,3,0,0,0,16.44686586,0,0,0,0,0,0.738480636,8.668797493,-0.128369449
C3,426526.193,4417410.438,0.201522697,0.250957153,0.049434456,1,1,0,34.86492403,38.56705535,7,8,2.717163486,3.976078202,34.86492403,4.655369074,7,2,2.717163486,3.976078202,0,33.91168628,0.077934014,0.103095198,0.077934014,0.854084422,0,0.87929156,11.01594067,-0.052466359
C3,426536.193,4417410.438,0.271318414,0.363257871,0.091939457,0,0,0,62.56395376,66.63372996,15,15,6.6966189,8.552985999,62.56395376,13.15871791,15,6,6.6966189,0,0,53.47501205,0.107036376,0.128358205,0.107036376,0,0,0.802521667,11.01451492,-0.208657827
C3,426546.193,4417410.438,0.142450283,0.401428221,0.258977938,1,2,1,25.66437725,28.91333383,7,8,0,1.112202339,25.66437725,12.34355316,7,5,0,1.112202339,0,16.56978067,0,0.038466762,0,0.090103905,0,0.573084404,13.64000988,-0.304277775
C3,426556.193,4417410.438,0.129135166,0.088649013,-0.040486153,0,0,0,40.99778413,42.93481162,8,8,0,0,40.99778413,10.43291504,8,4,0,0,0,32.50189658,0,0,0,0,0,0.757005687,14.40057755,-0.04721387
C3,426566.193,4417410.438,0.1556345,0.277587761,0.121953261,0,2,2,38.3931682,33.56454029,11,10,0,0,31.23002279,10.3059947,10,5,0,0,7.163145409,23.25854559,0,0,0,0,0.186573439,0.692949922,13.22972393,-0.011409916
C3,426576.193,4417410.438,0.109400728,0.161965931,0.052565203,0,0,0,41.02370227,24.86405652,6,4,0,0,23.22304559,6.16207691,4,2,0,0,17.80065667,18.70197961,0,0,0,0,0.433911512,0.752169285,10.20658493,-0.383715897
C3,426586.193,4417410.438,0.416512354,0.053805384,-0.36270697,0,1,1,34.35394399,37.88446581,6,5,0,0,31.6367805,3.048051732,5,1,0,0,2.717163486,34.83641408,0,0,0,0,0.079093204,0.919543494,13.35880756,-0.042489711
C3,426596.193,4417410.438,0.289597247,0.105422873,-0.184174373,0,1,1,69.77681487,59.29135669,13,10,0,0,54.94739799,6.317821366,10,2,0,0,14.82941688,52.97353532,0,0,0,0,0.212526423,0.89344448,12.3360405,-0.041301354
C3,426606.193,4417410.438,0.136350357,0.151306956,0.014956599,1,0,-1,47.66180901,50.46136076,12,13,0,0.754296396,47.66180901,18.7749431,12,6,0,0.754296396,0,31.68641766,0,0.014948,0,0.040175695,0,0.627934269,13.31915188,0.112320861
C3,426616.193,4417410.438,0.259474609,0.293037665,0.033563056,0,1,1,36.67668051,40.56879965,11,11,2.175552913,3.603563853,36.67668051,11.93365385,11,6,2.175552913,3.603563853,0,28.6351458,0.059317061,0.088825992,0.059317061,0.301966514,0,0.705841584,9.637433052,-0.13662248
C3,426496.193,4417400.438,0.175044307,0.001116387,-0.173927919,0,2,2,33.33512549,35.96079009,5,5,0,0,33.33512549,0.76976874,5,1,0,0,0,35.19102135,0,0,0,0,0,0.978594221,6.471307755,-0.185995878
C3,426506.193,4417400.438,0.416423342,0.275298886,-0.141124456,0,1,1,63.17475791,69.42110804,9,9,5.582374526,7.0988213,63.17475791,7.853117696,9,3,5.582374526,7.0988213,0,61.56799035,0.088364003,0.10225739,0.088364003,0.903949434,0,0.886877091,13.43953323,0.062415282
C3,426516.193,4417400.438,0.412988534,0.144311303,-0.268677232,0,2,2,37.35565723,43.55048524,6,6,3.801327111,5.187476329,37.35565723,5.187476329,6,1,3.801327111,5.187476329,0,38.36300891,0.101760413,0.119114088,0.101760413,1,0,0.880885912,16.21366882,-0.236035464
C3,426526.193,4417400.438,0.12056909,0.154953448,0.034384358,1,0,-1,29.98815121,32.89027597,5,6,0,1.093588403,29.98815121,6.776808053,5,2,0,1.093588403,0,26.11346792,0,0.033249596,0,0.161372197,0,0.793957094,16.96525764,-0.096245317
C3,426536.193,4417400.438,0.212041796,0,-0.212041796,0,0,0,49.22396595,52.4045929,10,10,0,0,49.22396595,0,10,0,0,0,0,52.4045929,0,0,0,NA,0,1,16.92067909,0.026192361
C3,426546.193,4417400.438,0.106897926,0.041452193,-0.065445733,0,1,1,48.98599031,44.90623955,13,12,0,0,43.30277066,2.576105976,12,2,0,0,5.68321965,42.33013357,0,0,0,0,0.116017245,0.942633674,14.38869858,0.063936348
C3,426556.193,4417400.438,0.120862305,0.12827235,0.007410045,0,1,1,42.71309372,44.5260283,8,8,0,0,42.71309372,13.49573226,8,3,0,0,0,31.03029604,0,0,0,0,0,0.696902401,14.52955151,0.018979816
C3,426566.193,4417400.438,0.121223589,0.176826787,0.055603198,0,1,1,18.67032806,19.39509349,5,4,0,0,17.57673966,6.756073541,4,2,0,0,1.093588403,12.63901994,0,0,0,0,0.058573604,0.651660687,15.15966988,-0.138733488
C3,426576.193,4417400.438,0.116165624,0.252713079,0.136547455,1,0,-1,43.44335693,38.92268364,11,11,0,0,36.51543827,27.05610279,10,9,0,0,6.92791866,11.86658085,0,0,0,0,0.15947015,0.304875711,14.57346058,0.176525224
C3,426586.193,4417400.438,0.177002566,0.111891188,-0.065111378,1,0,-1,59.9969584,61.34988528,12,12,0,0.967689077,57.72715771,5.86307583,11,4,0,0.967689077,2.269800692,55.48680945,0,0.015773283,0,0.165048023,0.037831929,0.904432163,18.27972221,-0.00704311
C3,426596.193,4417400.438,0.125129635,0.100166316,-0.02496332,0,1,1,40.30883286,30.36325738,10,8,0,0,28.48631285,5.070923242,8,2,0,0,11.82252001,25.29233414,0,0,0,0,0.293298495,0.832991461,17.1744175,0.01861322
C3,426606.193,4417400.438,0.303514502,0.155772506,-0.147741997,0,0,0,31.03445865,31.32332809,12,11,0,0,26.77061056,8.787505891,11,5,0,0,4.263848089,22.5358222,0,0,0,0,0.137390767,0.719458103,15.35419464,0.008455583
C3,426616.193,4417400.438,0.238761042,0.14110239,-0.097658652,0,0,0,44.00436684,40.77418127,15,13,0,0,37.19276565,8.78805567,13,3,0,0,6.811601192,31.9861256,0,0,0,0,0.154793755,0.784470089,13.45913315,0.009660883
C3,426496.193,4417390.438,0.309462584,0.416103947,0.106641363,4,1,-3,29.20361699,26.75128976,8,10,9.421165129,13.08182743,18.92228379,16.57056607,6,6,9.421165129,13.08182743,10.2813332,10.18072369,0.322602681,0.4890167,0.497887318,0.78946171,0.352056843,0.380569452,11.82290554,-0.157509981
C3,426506.193,4417390.438,0.486020091,0.330596527,-0.155423565,2,2,0,38.41837948,38.75704317,7,8,8.727658551,14.81975648,29.91715122,6.808695218,6,4,8.727658551,3.178192208,8.50122826,31.94834795,0.227174042,0.382375828,0.291727594,0.466784326,0.221280241,0.824323667,12.94421673,-0.061901586
C3,426516.193,4417390.438,0.148539737,0.35940381,0.210864073,1,1,0,23.18644604,25.15504654,6,6,2.247888083,2.551365934,21.95926141,2.551365934,5,2,1.020703453,2.551365934,1.22718463,22.6036806,0.096948367,0.10142561,0.046481684,1,0.05292681,0.89857439,14.200387,-0.092968288
C3,426526.193,4417390.438,0.352329616,0.078377127,-0.273952489,0,1,1,53.06275656,55.71748089,9,8,0,0,50.43253665,1.517467792,8,1,0,0,2.630219909,54.2000131,0,0,0,0,0.049568098,0.972764961,17.62964439,0.059721264
C3,426536.193,4417390.438,0.306823647,0.373782206,0.066958559,0,3,3,63.2303641,67.8327188,14,14,0.849486654,1.286796351,63.2303641,8.882696148,14,4,0.849486654,1.286796351,0,58.95002265,0.01343479,0.018970143,0.01343479,0.144865515,0,0.869049976,14.87068939,0.067235712
C3,426546.193,4417390.438,0.181112816,0.199934322,0.018821506,0,1,1,46.54403034,46.85544071,11,10,0,0,44.13874846,2.754626978,10,2,0,0,2.405281875,44.10081373,0,0,0,0,0.051677559,0.941210093,13.44488811,0.027167383
C3,426556.193,4417390.438,0.262993193,0.08536717,-0.177626023,0,1,1,45.91932464,48.80739077,15,14,0,0,44.86249287,10.40228451,14,4,0,0,1.056831769,38.40510625,0,0,0,0,0.023014968,0.786870711,13.95826912,0.107699903
C3,426566.193,4417390.438,0.227268049,0.15832505,-0.068942999,0,2,2,45.01980812,45.66799723,18,16,0,0,42.2589765,5.753198627,16,5,0,0,2.760831624,39.9147986,0,0,0,0,0.06132482,0.874021219,14.35897732,0.05193726
C3,426576.193,4417390.438,0.236808018,0.140844331,-0.095963688,0,0,0,49.12045048,51.93358962,15,14,0,0,48.38146934,15.39403962,14,7,0,0,0.738981132,36.53954999,0,0,0,0,0.015044266,0.703582215,12.70365238,-0.215045532
C3,426586.193,4417390.438,0.225498285,0.174033013,-0.051465272,0,3,3,43.78406265,47.16653692,15,15,0,0,43.78406265,12.47550005,15,6,0,0,0,34.69103688,0,0,0,0,0,0.735501038,12.8886261,0.04803178
C3,426596.193,4417390.438,0.233472694,0.17953641,-0.053936284,0,0,0,49.0323288,46.7167394,16,13,0,0,43.21464899,9.228035721,13,5,0,0,5.817679816,37.48870368,0,0,0,0,0.118649878,0.802468326,15.27453136,-0.276854699
C3,426606.193,4417390.438,0.182039586,0.073350578,-0.108689008,0,0,0,33.56807458,33.53964317,10,8,0,0,30.80904938,3.611653454,8,2,0,0,2.759025208,29.92798972,0,0,0,0,0.082191941,0.892316879,15.06321335,0.148182577
C3,426616.193,4417390.438,0.244735304,0.059527571,-0.185207733,0,1,1,59.69073166,53.95701091,18,13,0,0,50.28598135,8.957466054,13,3,0,0,9.404750308,44.99954485,0,0,0,0,0.157557967,0.833988838,12.42239857,-0.077899343
C3,426496.193,4417380.438,0.131868352,0.421023905,0.289155554,1,5,4,32.285755,11.2816163,6,4,4.448809357,6.881344548,8.579768077,8.108529179,3,3,4.448809357,6.881344548,23.70598693,3.17308712,0.137794806,0.609960875,0.518523265,0.848655089,0.734255306,0.281261748,11.49268341,-0.022302285
C3,426506.193,4417380.438,0.091786865,0.250878613,0.159091748,2,0,-2,21.44616079,24.32503776,4,6,0.785398163,2.319202237,21.44616079,2.319202237,4,3,0.785398163,2.319202237,0,22.00583552,0.036621854,0.095342184,0.036621854,1,0,0.904657816,16.63848877,-0.316450919
C3,426516.193,4417380.438,0.161682066,0.153691201,-0.007990865,1,1,0,47.16276701,36.50137964,7,7,0,0.636172512,33.43997614,3.324197727,6,2,0,0.636172512,13.72279087,33.17718192,0,0.017428725,0,0.191376255,0.290966619,0.908929532,17.86793518,-0.180324422
C3,426526.193,4417380.438,0.118286199,0.114707402,-0.003578798,0,1,1,51.53955536,24.11902782,9,7,0,0,22.34473483,3.775251892,7,2,0,0,29.19482053,20.34377593,0,0,0,0,0.566454645,0.843474127,17.30324173,0.069598562
C3,426536.193,4417380.438,0.157922627,0.104643085,-0.053279541,1,1,0,25.16093702,28.60490797,7,8,0,1.075131546,25.16093702,10.50666393,7,4,0,1.075131546,0,18.09824404,0,0.037585562,0,0.102328537,0,0.63269716,19.12170219,-0.022682743
C3,426546.193,4417380.438,0.257181247,0.277133352,0.019952105,0,0,0,40.26516472,44.12288342,15,15,0,0,40.26516472,14.73265583,15,8,0,0,0,29.39022759,0,0,0,0,0,0.666099432,15.78822899,0.06264633
C3,426556.193,4417380.438,0.190370043,0.170403352,-0.019966691,0,0,0,45.66100718,48.51655783,16,16,0,0,45.66100718,17.03921315,16,11,0,0,0,31.47734467,0,0,0,0,0,0.648795918,13.91185093,0.007676952
C3,426566.193,4417380.438,0.13175316,0.101832482,-0.029920678,0,0,0,39.38559732,39.19128981,14,12,0,0,37.21499242,10.52716282,12,4,0,0,2.170604904,28.66412699,0,0,0,0,0.055111641,0.731390243,14.02061272,-0.196476981
C3,426576.193,4417380.438,0.195160972,0.069350658,-0.125810314,1,0,-1,37.97902775,41.54261484,14,15,0,0,37.97902775,12.14838171,14,8,0,0,0,29.39423312,0,0,0,0,0,0.707568198,15.77920246,-0.251943883
C3,426586.193,4417380.438,0.180055147,0.037598132,-0.142457015,1,1,0,49.81647033,46.73873054,24,20,0,2.432849351,41.60505399,16.19962252,19,9,0,2.432849351,8.211416338,30.53910803,0,0.052052106,0,0.150179385,0.164833363,0.65340046,19.18596077,-0.001262292
C3,426596.193,4417380.438,0.119909356,0.057401386,-0.06250797,0,0,0,33.80950598,32.68261669,13,12,0,0,30.88397636,3.684852563,12,2,0,0,2.925529619,28.99776413,0,0,0,0,0.086529795,0.887253441,16.92194176,0.525537726
C3,426606.193,4417380.438,0.073183401,0.044431096,-0.028752305,0,0,0,30.4070826,31.50483361,6,6,0,0,30.4070826,3.496671163,6,1,0,0,0,28.00816244,0,0,0,0,0,0.889011597,13.66012287,0.078774245
C3,426616.193,4417380.438,0.097813487,0.077731978,-0.020081509,0,1,1,30.56141333,32.02861564,11,11,0,0,30.56141333,3.192172295,11,2,0,0,0,28.83644335,0,0,0,0,0,0.900333741,9.84084034,0.030978134
C3,426496.193,4417370.438,0.204564806,0.166083662,-0.038481144,1,2,1,38.50932859,13.75554197,5,3,5.725552611,10.39018938,9.058468257,1.628601632,2,1,5.725552611,1.628601632,29.45086033,12.12694034,0.148679627,0.755345693,0.632066311,1,0.764772106,0.881603965,16.4587326,-0.106809598
C3,426506.193,4417370.438,0.265941054,0.353647963,0.087706909,1,1,0,30.97704604,28.45340466,9,9,7.035439668,9.262122001,23.81390063,10.82859864,8,5,7.035439668,9.262122001,7.163145409,17.62480603,0.227117836,0.325518936,0.295434157,0.855338933,0.231240429,0.619426963,18.00041962,0.005732299
C3,426516.193,4417370.438,0.14097897,0.178403193,0.037424222,1,2,1,43.56627174,43.5399609,10,10,0,0,40.67097995,4.020374659,9,3,0,0,2.89529179,39.51958625,0,0,0,0,0.066457185,0.907662419,17.70866013,0.18817312
C3,426526.193,4417370.438,0.019022344,0.287691347,0.268669004,1,3,2,30.99204715,32.17658466,6,7,0,0.899202357,30.99204715,3.860153433,6,3,0,0.899202357,0,28.31643122,0,0.027945861,0,0.232944719,0,0.88003222,16.97914886,0.093354908
C3,426536.193,4417370.438,0.24304408,0.095930776,-0.147113304,0,1,1,53.33002755,50.41596475,8,7,6.575039265,7.41957791,46.77030355,15.06495779,7,3,6.575039265,7.41957791,6.559724001,35.35100695,0.123289628,0.147167231,0.140581496,0.492505722,0.123002449,0.70118676,18.86477661,0.163270776
C3,426546.193,4417370.438,0.281455286,0.254104356,-0.02735093,1,3,2,42.39100193,46.56924162,18,18,0,0,41.69702411,18.64480262,17,11,0,0,0.693977817,27.924439,0,0,0,0,0.016370876,0.599632677,16.06461716,0.081945762
C3,426556.193,4417370.438,0.275570036,0.192910619,-0.082659417,0,0,0,56.95597525,61.08952579,21,21,0,0,56.95597525,19.07009573,21,11,0,0,0,42.01943006,0,0,0,0,0,0.687833626,14.83048344,0.005187796
C3,426566.193,4417370.438,0.241211484,0.19254597,-0.048665514,0,0,0,52.09027655,53.82152972,20,19,0,0,50.20335746,23.08190954,19,9,0,0,1.886919088,30.73962018,0,0,0,0,0.036224017,0.571139846,16.40422249,-0.076419866
C3,426576.193,4417370.438,0.190553302,0.244668358,0.054115055,0,1,1,33.09125936,33.86283451,15,14,0,0,31.00453498,16.76479504,14,8,0,0,2.08672438,17.09803948,0,0,0,0,0.063059685,0.504920504,14.89032364,0.191125912
C3,426586.193,4417370.438,0.216827489,0.064896328,-0.151931161,0,0,0,47.12852365,48.42804345,22,20,0,0,45.17563112,9.183582185,20,7,0,0,1.952892533,39.24446127,0,0,0,0,0.041437592,0.810366442,11.79360294,-0.105479532
C3,426596.193,4417370.438,0.151801757,0.149371511,-0.002430246,0,2,2,35.22282997,34.03625043,16,15,0,0,31.75922407,7.261634339,15,4,0,0,3.463605901,26.77461609,0,0,0,0,0.098334117,0.786649991,11.16971874,0.060023937
C3,426606.193,4417370.438,0.199496369,0.147032146,-0.052464223,0,0,0,31.45983029,32.86859898,13,12,0,0,29.87615344,7.112879927,12,4,0,0,1.583676857,25.75571905,0,0,0,0,0.05033965,0.783596498,10.13800716,-0.12543437
C3,426616.193,4417370.438,0.160430665,0.065440497,-0.094990168,0,1,1,43.51105825,45.91751822,14,14,0,0,43.51105825,3.605998588,14,2,0,0,0,42.31151964,0,0,0,0,0,0.921467912,9.847742081,0.06037898
C3,426496.193,4417360.438,0.130328971,0.362949321,0.23262035,1,3,2,33.89016637,27.88469785,8,8,0.693977817,2.087981017,25.12857862,2.087981017,7,2,0.693977817,2.087981017,8.761587752,25.79671684,0.020477262,0.074879098,0.027617074,1,0.258528909,0.925120902,13.97776031,-0.346521805
C3,426506.193,4417360.438,0.029515263,0.164041626,0.134526363,0,5,5,37.14721255,15.89433825,5,2,0,0,15.45160931,0,2,0,0,0,21.69560325,15.89433825,0,0,0,NA,0.584043909,1,15.26683712,0.226731165
C3,426516.193,4417360.438,0.137334723,0.163374038,0.026039315,0,1,1,29.55783156,20.32720403,9,6,0.693977817,0,18.26718318,4.683093629,6,3,0,0,11.29064838,15.6441104,0.023478644,0,0,0,0.381985003,0.769614472,16.97292137,0.105155295
C3,426526.193,4417360.438,0.154828158,0.22240793,0.067579772,2,2,0,39.31687498,43.2010616,5,7,0,0,39.31687498,1.561764248,5,2,0,0,0,41.63929735,0,0,0,0,0,0.963848938,15.37004566,0.233837429
C3,426536.193,4417360.438,0.125517098,0.041485853,-0.084031245,1,0,-1,28.21857061,31.104202,3,4,0,0,28.21857061,1.002874915,3,1,0,0,0,30.10132709,0,0,0,0,0,0.967757575,14.42556953,0.04436505
C3,426546.193,4417360.438,0.114641952,0.251327412,0.13668546,0,4,4,28.59870332,21.66135989,4,3,0.849486654,1.327322896,19.94173061,10.67552454,3,2,0.849486654,1.327322896,8.656972716,10.98583535,0.029703677,0.061276065,0.042598442,0.124333272,0.302705078,0.507162773,17.10070801,0.034077256
C3,426556.193,4417360.438,0.114898515,0.07286251,-0.042036006,0,1,1,23.74509975,25.46857748,7,7,0,0,23.74509975,3.990843688,7,3,0,0,0,21.4777338,0,0,0,0,0,0.843303236,16.20019341,0.04957749
C3,426566.193,4417360.438,0.292272837,0.221437402,-0.070835434,1,1,0,48.65046821,51.59264827,24,23,0,0,46.55816751,33.09848502,22,20,0,0,2.092300707,18.49416325,0,0,0,0,0.043006795,0.358465089,16.56450462,-0.24609452
C3,426576.193,4417360.438,0.213816796,0.058927302,-0.154889494,0,0,0,58.44776052,54.76282942,23,21,0,0,51.55557748,18.32514557,21,8,0,0,6.892183043,36.43768385,0,0,0,0,0.117920396,0.665372557,14.78234196,-0.111817947
C3,426586.193,4417360.438,0.164362892,0.103840857,-0.060522034,0,0,0,51.84271905,47.02555795,22,17,0,0,44.56011458,9.449753622,17,5,0,0,7.28260447,37.57580433,0,0,0,0,0.140474971,0.799050686,13.45303917,-0.089668924
C3,426596.193,4417360.438,0.161561638,0.106354131,-0.055207507,0,0,0,47.53543844,44.65389112,20,16,0,0,42.23046655,10.88742496,16,6,0,0,5.304971895,33.76646616,0,0,0,0,0.111600357,0.756181943,12.89598656,-0.093910963
C3,426606.193,4417360.438,0.241661779,0.14973616,-0.091925619,0,0,0,46.24212329,48.65942175,19,18,0,0,45.03449507,11.86406758,18,6,0,0,1.207628216,36.79535418,0,0,0,0,0.026115328,0.756181493,9.637887001,-0.134925048
C3,426616.193,4417360.438,0.152016433,0.402701688,0.250685256,0,0,0,25.60908521,24.25882869,12,10,1.188228881,1.814583917,21.9785822,15.83394113,10,8,1.188228881,1.814583917,3.63050301,8.424887559,0.046398724,0.07480097,0.054063036,0.114600901,0.141766212,0.347291605,15.65800762,0.155148672
B2,425681.097,4417852.247,-0.005340708,0.100379495,0.105720203,2,1,-1,26.41427541,21.1499086,3,4,0,0,19.89986889,0.636172512,2,1,0,0,6.514406526,20.51373609,0,0,0,0,0.246624464,0.969920791,11.78730583,-0.033448036
B2,425691.097,4417852.247,0.224000792,0.219731966,-0.004268826,0,2,2,53.36285719,53.53572333,11,9,4.082813813,5.896455252,50.17571145,5.896455252,9,1,4.082813813,5.896455252,3.187145747,47.63926808,0.076510405,0.110140573,0.081370322,1,0.05972592,0.889859427,9.337394714,-0.0881571
B2,425701.097,4417852.247,0.206502121,0.178167573,-0.028334548,1,1,0,60.64459773,62.25427126,10,10,0,1.056831769,58.09990768,1.056831769,9,1,0,1.056831769,2.544690049,61.19743949,0,0.016976052,0,1,0.041960705,0.983023948,12.23615551,0.060398234
B2,425711.097,4417852.247,0.273151009,0.121523536,-0.151627473,0,2,2,37.33531541,41.43258055,8,8,1.347821788,1.838538561,37.33531541,5.744245087,8,2,1.347821788,1.838538561,0,35.68833547,0.036100453,0.044374223,0.036100453,0.320066176,0,0.861359225,9.635761261,0.002611612
B2,425721.097,4417852.247,0.212879554,0.046316052,-0.166563503,0,2,2,50.56291274,53.75610605,9,9,0,0,50.56291274,2.83528737,9,1,0,0,0,50.92081868,0,0,0,0,0,0.947256459,8.173303604,0.063771534
B2,425731.097,4417852.247,0.139853233,0.063813601,-0.076039632,0,2,2,27.34457954,28.45717457,7,6,0,0,26.35937608,0,6,0,0,0,0.985203456,28.45717457,0,0,0,NA,0.036029205,1,8.888098717,0.001134445
B2,425741.097,4417852.247,0.318300932,0.135082874,-0.183218058,0,0,0,56.45308481,60.29446723,14,13,0,0,55.51995325,10.11388631,13,5,0,0,0.933131558,50.18058092,0,0,0,0,0.016529328,0.832258468,12.01639366,-0.14303483
B2,425681.097,4417842.247,0.058533107,0.039584067,-0.01894904,0,2,2,44.50647188,36.39919934,6,4,0,0,35.52120274,0,4,0,0,0,8.985269149,36.39919934,0,0,0,NA,0.201886799,1,10.81156254,-0.088964228
B2,425691.097,4417842.247,0.138628012,0.242228014,0.103600002,0,1,1,38.66373787,25.43574784,8,6,1.970406912,3.488738642,23.35632766,7.716065716,6,3,1.970406912,3.488738642,15.3074102,17.71968212,0.05096266,0.137158878,0.084362873,0.452139571,0.395911287,0.696644826,9.733948708,0.086455817
B2,425701.097,4417842.247,0.12504586,0.228769655,0.103723795,1,1,0,37.31591608,40.26673552,6,7,0,1.075131546,37.31591608,9.066793478,6,3,0,1.075131546,0,31.19994204,0,0.026700241,0,0.118579027,0,0.774831673,10.35263634,-0.028730808
B2,425711.097,4417842.247,0.170331918,0.241347246,0.071015328,0,2,2,50.33624683,47.16567299,10,9,0,0,44.61069422,9.251676206,9,3,0,0,5.725552611,37.91399678,0,0,0,0,0.113746117,0.803847255,11.12872791,0.05536062
B2,425721.097,4417842.247,0.150801683,0.12845187,-0.022349814,0,1,1,59.26245404,52.86145901,14,11,0,0,50.59943376,11.96326336,11,3,0,0,8.663020282,40.89819564,0,0,0,0,0.146180586,0.77368647,9.368383408,0.037301145
B2,425731.097,4417842.247,0.227791647,0.27354857,0.045756923,1,0,-1,53.09055965,51.15722353,14,13,0,0.817128249,46.92322057,9.699431699,12,4,0,0.817128249,6.167339078,41.45779183,0,0.015972881,0,0.084244961,0.116166398,0.810399568,8.871318817,0.057988404
B2,425741.097,4417842.247,0.239776823,0.180635968,-0.059140856,1,1,0,38.32970803,42.94706383,9,10,0,0,38.32970803,2.409994264,9,2,0,0,0,40.53706957,0,0,0,0,0,0.943884539,9.041523933,0.053583091
B2,425681.097,4417832.247,0.137889738,0.195188274,0.057298536,0,1,1,31.36723185,26.87585391,5,4,0.738981132,1.431388153,24.80750785,4.479439885,4,2,0.738981132,1.431388153,6.559724001,22.39641403,0.023559016,0.053259262,0.029788608,0.319546236,0.209126646,0.833328463,12.49810886,0.111340448
B2,425691.097,4417832.247,0.174541652,0.278418039,0.103876387,0,2,2,48.45309766,39.84913932,9,8,2.803086045,4.551932136,37.23101454,3.402030685,8,2,2.803086045,3.402030685,11.22208312,36.44710863,0.057851534,0.11422912,0.075289005,1,0.231607135,0.914627248,11.73466778,-0.059021189
B2,425701.097,4417832.247,0.285026229,0.046652651,-0.238373579,0,0,0,73.31456236,74.75466843,10,9,2.83528737,0,70.47927499,2.488455541,9,1,0,0,2.83528737,72.26621289,0.038672909,0,0,0,0.038672909,0.966711704,8.84799099,0.150755681
B2,425711.097,4417832.247,0.141434501,0.043533498,-0.097901003,0,2,2,36.30220267,30.98678498,7,5,0,0,28.86526746,0,5,0,0,0,7.436935209,30.98678498,0,0,0,NA,0.204861817,1,9.944688797,-0.101237493
B2,425721.097,4417832.247,0.176243348,0.241532375,0.065289027,1,1,0,46.31799275,49.84411634,8,9,0,0.882473376,46.31799275,10.72264843,8,4,0,0.882473376,0,39.12146792,0,0.017704665,0,0.082299945,0,0.784876346,10.63141441,-0.021332654
B2,425731.097,4417832.247,0.19257963,0.076452901,-0.116126728,0,0,0,38.35916046,41.2478549,8,8,0,0,38.35916046,15.19847548,8,3,0,0,0,26.04937943,0,0,0,0,0,0.631532948,10.26073551,0.048432263
B2,425741.097,4417832.247,0.223843713,0.234514282,0.010670569,0,0,0,43.21504168,40.88947772,12,11,0,0,37.53182203,16.09736368,11,6,0,0,5.68321965,24.79211405,0,0,0,0,0.13151022,0.606320145,10.06448746,-0.05695177
B2,425681.097,4417822.247,0.16771916,0.260034112,0.092314952,0,2,2,55.19000748,57.70579488,9,9,1.22718463,1.767145868,55.19000748,8.008390913,9,3,1.22718463,1.767145868,0,49.69740397,0.022235631,0.030623369,0.022235631,0.220661789,0,0.861220334,13.4884491,-0.091913169
